Airport,Terminal,Date,Hour,All Passengers Average Wait Time,All Passengers Max Wait Time,Number of Passengers,Number of Flights,Number of Booths
JFK,Terminal 5 (Jet Blue),1/7/2018,0700 - 0800,9,39,293,2,5
JFK,Terminal 5 (Jet Blue),1/7/2018,0800 - 0900,21,59,206,1,4
JFK,Terminal 5 (Jet Blue),1/7/2018,1400 - 1500,5,15,150,1,10
JFK,Terminal 5 (Jet Blue),1/7/2018,1500 - 1600,7,22,409,3,11
JFK,Terminal 5 (Jet Blue),1/7/2018,1600 - 1700,32,79,663,4,12
JFK,Terminal 5 (Jet Blue),1/7/2018,1700 - 1800,4,12,146,1,10
JFK,Terminal 5 (Jet Blue),1/7/2018,1800 - 1900,8,25,300,2,8
JFK,Terminal 5 (Jet Blue),1/7/2018,1900 - 2000,18,56,627,4,13
JFK,Terminal 5 (Jet Blue),1/7/2018,2000 - 2100,9,25,271,1,11
JFK,Terminal 5 (Jet Blue),1/7/2018,2100 - 2200,15,42,595,3,11
JFK,Terminal 5 (Jet Blue),1/7/2018,2200 - 2300,4,15,145,1,5
JFK,Terminal 5 (Jet Blue),1/7/2018,2300 - 0000,10,33,194,1,6
JFK,Terminal 7 (British),1/7/2018,0600 - 0700,12,27,143,1,8
JFK,Terminal 7 (British),1/7/2018,0800 - 0900,15,33,281,1,8
JFK,Terminal 7 (British),1/7/2018,0900 - 1000,16,36,207,1,8
JFK,Terminal 7 (British),1/7/2018,1100 - 1200,19,29,261,1,11
JFK,Terminal 7 (British),1/7/2018,1200 - 1300,9,20,264,1,12
JFK,Terminal 7 (British),1/7/2018,1300 - 1400,7,15,115,1,11
JFK,Terminal 7 (British),1/7/2018,1400 - 1500,14,29,280,1,12
JFK,Terminal 7 (British),1/7/2018,1500 - 1600,18,39,496,2,12
JFK,Terminal 7 (British),1/7/2018,1600 - 1700,12,24,299,1,12
JFK,Terminal 7 (British),1/7/2018,1700 - 1800,10,19,224,1,12
JFK,Terminal 7 (British),1/7/2018,1800 - 1900,13,30,201,1,10
JFK,Terminal 7 (British),1/7/2018,1900 - 2000,9,21,487,2,15
JFK,Terminal 7 (British),1/7/2018,2000 - 2100,12,24,294,1,14
JFK,Terminal 7 (British),1/7/2018,2100 - 2200,18,42,733,3,11
JFK,Terminal 7 (British),1/7/2018,2200 - 2300,6,13,10,1,0
JFK,Terminal 7 (British),1/7/2018,2300 - 0000,9,26,553,3,11
JFK,Terminal 8 (American),1/7/2018,0600 - 0700,31,95,865,3,10
JFK,Terminal 8 (American),1/7/2018,0700 - 0800,20,47,188,1,8
JFK,Terminal 8 (American),1/7/2018,0900 - 1000,8,22,300,1,8
JFK,Terminal 8 (American),1/7/2018,1100 - 1200,11,24,161,1,13
JFK,Terminal 8 (American),1/7/2018,1200 - 1300,16,32,745,3,18
JFK,Terminal 8 (American),1/7/2018,1300 - 1400,15,36,579,3,13
JFK,Terminal 8 (American),1/7/2018,1400 - 1500,17,45,355,1,18
JFK,Terminal 8 (American),1/7/2018,1500 - 1600,9,21,238,1,14
JFK,Terminal 8 (American),1/7/2018,1600 - 1700,21,46,850,4,14
JFK,Terminal 8 (American),1/7/2018,1700 - 1800,15,42,584,3,13
JFK,Terminal 8 (American),1/7/2018,1900 - 2000,16,41,511,2,12
JFK,Terminal 8 (American),1/7/2018,2000 - 2100,14,39,522,2,13
JFK,Terminal 8 (American),1/7/2018,2100 - 2200,11,26,234,1,14
JFK,Terminal 8 (American),1/7/2018,2200 - 2300,25,67,683,3,13
EWR,Terminal B,12/14/2017,0600 - 0700,40,71,278,1,5
EWR,Terminal B,12/14/2017,0700 - 0800,35,71,243,1,6
EWR,Terminal B,12/14/2017,0800 - 0900,26,41,58,1,5
EWR,Terminal B,12/14/2017,1000 - 1100,8,22,70,1,4
EWR,Terminal B,12/14/2017,1100 - 1200,15,55,464,4,20
EWR,Terminal B,12/14/2017,1200 - 1300,21,63,1094,7,25
EWR,Terminal B,12/14/2017,1300 - 1400,26,79,1341,8,25
EWR,Terminal B,12/14/2017,1400 - 1500,46,107,1304,8,24
EWR,Terminal B,12/14/2017,1500 - 1600,45,108,1015,7,29
EWR,Terminal B,12/14/2017,1600 - 1700,21,51,448,2,22
EWR,Terminal B,12/14/2017,1700 - 1800,20,50,962,6,21
EWR,Terminal B,12/14/2017,1800 - 1900,18,37,302,2,16
EWR,Terminal B,12/14/2017,1900 - 2000,28,70,1311,8,21
EWR,Terminal B,12/14/2017,2000 - 2100,20,43,386,3,18
EWR,Terminal B,12/14/2017,2100 - 2200,16,63,868,5,19
EWR,Terminal B,12/14/2017,2200 - 2300,23,51,277,2,10
EWR,Terminal B,12/14/2017,2300 - 0000,9,21,104,1,7
EWR,Terminal C,12/14/2017,0400 - 0500,19,51,614,2,19
EWR,Terminal C,12/14/2017,0500 - 0600,25,68,576,3,13
EWR,Terminal C,12/14/2017,0600 - 0700,34,79,161,1,5
EWR,Terminal C,12/14/2017,1100 - 1200,15,31,151,1,8
EWR,Terminal C,12/14/2017,1200 - 1300,10,25,177,3,7
EWR,Terminal C,12/14/2017,1300 - 1400,16,57,282,3,8
EWR,Terminal C,12/14/2017,1400 - 1500,11,30,255,3,8
EWR,Terminal C,12/14/2017,1500 - 1600,1,3,15,2,0
EWR,Terminal C,12/14/2017,1600 - 1700,20,40,447,2,6
EWR,Terminal C,12/14/2017,1700 - 1800,26,54,374,3,5
EWR,Terminal C,12/14/2017,1800 - 1900,19,37,245,3,6
EWR,Terminal B,12/15/2017,0000 - 0100,4,8,51,1,6
EWR,Terminal B,12/15/2017,0600 - 0700,28,66,536,2,12
EWR,Terminal B,12/15/2017,0800 - 0900,12,24,72,1,6
EWR,Terminal B,12/15/2017,0900 - 1000,5,10,73,1,5
EWR,Terminal B,12/15/2017,1000 - 1100,17,24,76,1,5
EWR,Terminal B,12/15/2017,1100 - 1200,7,16,160,1,17
EWR,Terminal B,12/15/2017,1200 - 1300,9,24,932,6,23
EWR,Terminal B,12/15/2017,1300 - 1400,16,98,1650,11,27
EWR,Terminal B,12/15/2017,1400 - 1500,20,47,1084,6,26
EWR,Terminal B,12/15/2017,1500 - 1600,12,35,576,3,21
EWR,Terminal B,12/15/2017,1600 - 1700,14,35,587,3,21
EWR,Terminal B,12/15/2017,1700 - 1800,19,53,887,6,22
EWR,Terminal B,12/15/2017,1800 - 1900,18,64,738,4,16
EWR,Terminal B,12/15/2017,1900 - 2000,31,66,870,4,19
EWR,Terminal B,12/15/2017,2000 - 2100,39,78,1030,6,19
EWR,Terminal B,12/15/2017,2100 - 2200,14,28,222,1,10
EWR,Terminal B,12/15/2017,2200 - 2300,14,35,447,3,12
EWR,Terminal B,12/15/2017,2300 - 0000,36,87,431,3,8
EWR,Terminal C,12/15/2017,0300 - 0400,17,32,249,1,16
EWR,Terminal C,12/15/2017,0400 - 0500,9,24,360,1,17
EWR,Terminal C,12/15/2017,0500 - 0600,17,49,706,3,15
EWR,Terminal C,12/15/2017,1100 - 1200,20,33,183,2,9
EWR,Terminal C,12/15/2017,1200 - 1300,12,33,256,3,6
EWR,Terminal C,12/15/2017,1300 - 1400,16,37,188,2,7
EWR,Terminal C,12/15/2017,1400 - 1500,21,69,504,4,7
EWR,Terminal C,12/15/2017,1500 - 1600,23,49,153,1,8
EWR,Terminal C,12/15/2017,1600 - 1700,14,32,24,2,0
EWR,Terminal C,12/15/2017,1700 - 1800,24,87,319,3,8
EWR,Terminal C,12/15/2017,1800 - 1900,13,37,213,3,6
EWR,Terminal C,12/15/2017,1900 - 2000,9,23,118,1,9
EWR,Terminal B,12/16/2017,0100 - 0200,30,53,144,1,6
EWR,Terminal B,12/16/2017,0600 - 0700,41,89,260,1,5
EWR,Terminal B,12/16/2017,0900 - 1000,6,12,74,1,5
EWR,Terminal B,12/16/2017,1100 - 1200,14,19,74,1,8
EWR,Terminal B,12/16/2017,1200 - 1300,11,34,635,3,23
EWR,Terminal B,12/16/2017,1300 - 1400,13,39,1339,7,25
EWR,Terminal B,12/16/2017,1400 - 1500,17,47,1254,8,27
EWR,Terminal B,12/16/2017,1500 - 1600,19,49,1204,6,31
EWR,Terminal B,12/16/2017,1600 - 1700,15,41,913,4,27
EWR,Terminal B,12/16/2017,1700 - 1800,15,41,831,5,25
EWR,Terminal B,12/16/2017,1800 - 1900,11,32,565,4,15
EWR,Terminal B,12/16/2017,1900 - 2000,27,68,868,5,14
EWR,Terminal B,12/16/2017,2000 - 2100,21,49,637,3,11
EWR,Terminal B,12/16/2017,2100 - 2200,20,46,476,2,13
EWR,Terminal B,12/16/2017,2200 - 2300,11,26,423,3,13
EWR,Terminal B,12/16/2017,2300 - 0000,10,31,223,2,13
EWR,Terminal C,12/16/2017,0400 - 0500,26,47,453,2,15
EWR,Terminal C,12/16/2017,0500 - 0600,17,32,444,2,15
EWR,Terminal C,12/16/2017,0600 - 0700,23,49,268,1,10
EWR,Terminal C,12/16/2017,0700 - 0800,14,31,157,1,9
EWR,Terminal C,12/16/2017,1200 - 1300,2,5,7,1,0
EWR,Terminal C,12/16/2017,1300 - 1400,12,21,6,1,0
EWR,Terminal C,12/16/2017,1400 - 1500,21,51,813,7,9
EWR,Terminal C,12/16/2017,1500 - 1600,13,46,397,3,8
EWR,Terminal C,12/16/2017,1600 - 1700,11,23,323,3,7
EWR,Terminal C,12/16/2017,1700 - 1800,17,41,542,4,8
EWR,Terminal C,12/16/2017,1800 - 1900,33,107,694,6,15
EWR,Terminal C,12/16/2017,1900 - 2000,23,84,839,7,12
EWR,Terminal C,12/16/2017,2000 - 2100,17,45,346,3,12
EWR,Terminal C,12/16/2017,2100 - 2200,14,30,319,2,13
EWR,Terminal B,12/17/2017,0600 - 0700,25,54,244,1,6
EWR,Terminal B,12/17/2017,0700 - 0800,45,87,287,1,7
EWR,Terminal B,12/17/2017,0900 - 1000,8,15,55,1,6
EWR,Terminal B,12/17/2017,1000 - 1100,4,9,45,1,4
EWR,Terminal B,12/17/2017,1100 - 1200,11,32,1080,8,26
EWR,Terminal B,12/17/2017,1200 - 1300,7,20,570,4,22
EWR,Terminal B,12/17/2017,1300 - 1400,10,45,1127,8,26
EWR,Terminal B,12/17/2017,1400 - 1500,16,54,973,7,26
EWR,Terminal B,12/17/2017,1500 - 1600,8,23,732,5,25
EWR,Terminal B,12/17/2017,1600 - 1700,19,43,1151,7,26
EWR,Terminal B,12/17/2017,1700 - 1800,9,25,409,2,24
EWR,Terminal B,12/17/2017,1800 - 1900,7,15,120,2,18
EWR,Terminal B,12/17/2017,1900 - 2000,14,48,1400,9,30
EWR,Terminal B,12/17/2017,2000 - 2100,12,24,151,2,17
EWR,Terminal B,12/17/2017,2100 - 2200,14,45,835,6,18
EWR,Terminal B,12/17/2017,2200 - 2300,17,36,333,1,15
EWR,Terminal B,12/17/2017,2300 - 0000,32,66,459,4,10
EWR,Terminal C,12/17/2017,0400 - 0500,24,38,375,1,18
EWR,Terminal C,12/17/2017,0500 - 0600,8,21,202,1,13
EWR,Terminal C,12/17/2017,0600 - 0700,27,71,906,4,16
EWR,Terminal C,12/17/2017,0900 - 1000,0,0,8,1,0
EWR,Terminal C,12/17/2017,1100 - 1200,2,10,18,2,0
EWR,Terminal C,12/17/2017,1200 - 1300,17,27,195,3,11
EWR,Terminal C,12/17/2017,1300 - 1400,8,24,379,3,12
EWR,Terminal C,12/17/2017,1400 - 1500,16,54,690,4,11
EWR,Terminal C,12/17/2017,1500 - 1600,21,40,161,2,8
EWR,Terminal C,12/17/2017,1600 - 1700,16,42,416,4,8
EWR,Terminal C,12/17/2017,1700 - 1800,19,54,754,7,12
EWR,Terminal C,12/17/2017,1800 - 1900,11,24,321,2,12
EWR,Terminal C,12/17/2017,1900 - 2000,3,10,16,2,0
EWR,Terminal C,12/17/2017,2100 - 2200,15,25,17,1,0
EWR,Terminal B,12/18/2017,0600 - 0700,37,77,503,2,9
EWR,Terminal B,12/18/2017,0800 - 0900,3,9,41,1,8
EWR,Terminal B,12/18/2017,0900 - 1000,2,6,54,1,10
EWR,Terminal B,12/18/2017,1000 - 1100,3,9,55,1,9
EWR,Terminal B,12/18/2017,1100 - 1200,9,26,480,3,23
EWR,Terminal B,12/18/2017,1200 - 1300,12,39,819,5,29
EWR,Terminal B,12/18/2017,1300 - 1400,12,36,1287,9,29
EWR,Terminal B,12/18/2017,1400 - 1500,23,60,1442,10,26
EWR,Terminal B,12/18/2017,1500 - 1600,21,49,770,6,22
EWR,Terminal B,12/18/2017,1600 - 1700,21,40,738,5,18
EWR,Terminal B,12/18/2017,1700 - 1800,19,40,911,5,19
EWR,Terminal B,12/18/2017,1800 - 1900,13,37,506,4,19
EWR,Terminal B,12/18/2017,1900 - 2000,24,153,983,7,20
EWR,Terminal B,12/18/2017,2000 - 2100,15,28,216,1,17
EWR,Terminal B,12/18/2017,2100 - 2200,15,40,770,3,19
EWR,Terminal B,12/18/2017,2200 - 2300,19,46,480,3,15
EWR,Terminal C,12/18/2017,0400 - 0500,16,31,556,2,15
EWR,Terminal C,12/18/2017,0500 - 0600,34,76,256,1,14
EWR,Terminal C,12/18/2017,0600 - 0700,28,80,429,2,14
EWR,Terminal C,12/18/2017,1200 - 1300,22,59,409,2,7
EWR,Terminal C,12/18/2017,1300 - 1400,18,52,434,3,9
EWR,Terminal C,12/18/2017,1400 - 1500,13,51,31,2,0
EWR,Terminal C,12/18/2017,1500 - 1600,9,61,48,2,4
EWR,Terminal C,12/18/2017,1600 - 1700,44,56,216,1,7
EWR,Terminal C,12/18/2017,1700 - 1800,23,54,519,5,8
EWR,Terminal C,12/18/2017,1800 - 1900,16,37,181,1,7
EWR,Terminal B,12/19/2017,0600 - 0700,29,45,210,1,6
EWR,Terminal B,12/19/2017,0700 - 0800,25,58,267,2,6
EWR,Terminal B,12/19/2017,0900 - 1000,8,14,47,1,5
EWR,Terminal B,12/19/2017,1000 - 1100,4,13,49,1,8
EWR,Terminal B,12/19/2017,1100 - 1200,19,45,382,2,20
EWR,Terminal B,12/19/2017,1200 - 1300,18,61,983,7,22
EWR,Terminal B,12/19/2017,1300 - 1400,29,72,1128,7,23
EWR,Terminal B,12/19/2017,1400 - 1500,42,84,1047,6,25
EWR,Terminal B,12/19/2017,1500 - 1600,38,79,913,6,23
EWR,Terminal B,12/19/2017,1600 - 1700,29,76,664,3,25
EWR,Terminal B,12/19/2017,1700 - 1800,27,60,742,4,23
EWR,Terminal B,12/19/2017,1800 - 1900,14,37,511,3,15
EWR,Terminal B,12/19/2017,1900 - 2000,33,67,772,5,20
EWR,Terminal B,12/19/2017,2000 - 2100,28,61,848,4,18
EWR,Terminal B,12/19/2017,2100 - 2200,26,55,583,3,18
EWR,Terminal B,12/19/2017,2200 - 2300,7,16,117,1,12
EWR,Terminal C,12/19/2017,0400 - 0500,12,32,557,2,14
EWR,Terminal C,12/19/2017,0500 - 0600,11,25,194,1,14
EWR,Terminal C,12/19/2017,0600 - 0700,18,43,270,1,13
EWR,Terminal C,12/19/2017,0700 - 0800,22,49,154,1,5
EWR,Terminal C,12/19/2017,1100 - 1200,3,12,16,2,0
EWR,Terminal C,12/19/2017,1200 - 1300,1,4,6,1,0
EWR,Terminal C,12/19/2017,1300 - 1400,28,82,805,7,9
EWR,Terminal C,12/19/2017,1400 - 1500,38,76,142,1,9
EWR,Terminal C,12/19/2017,1500 - 1600,19,37,182,1,8
EWR,Terminal C,12/19/2017,1600 - 1700,11,26,14,1,0
EWR,Terminal C,12/19/2017,1700 - 1800,29,69,409,3,8
EWR,Terminal C,12/19/2017,1800 - 1900,16,49,386,4,9
EWR,Terminal B,12/20/2017,0600 - 0700,22,42,217,1,7
EWR,Terminal B,12/20/2017,0700 - 0800,34,79,298,1,7
EWR,Terminal B,12/20/2017,0800 - 0900,22,39,43,1,4
EWR,Terminal B,12/20/2017,0900 - 1000,3,7,40,1,4
EWR,Terminal B,12/20/2017,1000 - 1100,6,26,51,1,5
EWR,Terminal B,12/20/2017,1100 - 1200,18,54,716,4,24
EWR,Terminal B,12/20/2017,1200 - 1300,18,47,495,3,19
EWR,Terminal B,12/20/2017,1300 - 1400,28,79,975,6,17
EWR,Terminal B,12/20/2017,1400 - 1500,50,118,1007,7,24
EWR,Terminal B,12/20/2017,1500 - 1600,42,89,559,4,20
EWR,Terminal B,12/20/2017,1600 - 1700,35,86,1089,6,25
EWR,Terminal B,12/20/2017,1700 - 1800,22,65,572,4,19
EWR,Terminal B,12/20/2017,1800 - 1900,13,42,406,3,14
EWR,Terminal B,12/20/2017,1900 - 2000,27,71,1460,9,21
EWR,Terminal B,12/20/2017,2000 - 2100,22,73,859,6,24
EWR,Terminal B,12/20/2017,2100 - 2200,27,55,805,4,24
EWR,Terminal B,12/20/2017,2200 - 2300,16,29,135,2,9
EWR,Terminal C,12/20/2017,0400 - 0500,22,44,590,2,15
EWR,Terminal C,12/20/2017,0600 - 0700,34,87,703,4,13
EWR,Terminal C,12/20/2017,0900 - 1000,20,46,191,1,8
EWR,Terminal C,12/20/2017,1000 - 1100,16,35,206,1,10
EWR,Terminal C,12/20/2017,1100 - 1200,5,10,17,2,0
EWR,Terminal C,12/20/2017,1200 - 1300,32,92,569,4,12
EWR,Terminal C,12/20/2017,1300 - 1400,32,105,705,3,13
EWR,Terminal C,12/20/2017,1400 - 1500,50,122,194,1,11
EWR,Terminal C,12/20/2017,1500 - 1600,24,80,318,3,8
EWR,Terminal C,12/20/2017,1600 - 1700,9,26,277,2,6
EWR,Terminal C,12/20/2017,1700 - 1800,19,69,495,5,7
EWR,Terminal C,12/20/2017,1800 - 1900,16,39,311,3,7
EWR,Terminal C,12/20/2017,2000 - 2100,4,9,13,2,0
EWR,Terminal B,12/21/2017,0000 - 0100,6,14,61,1,6
EWR,Terminal B,12/21/2017,0600 - 0700,20,43,237,1,5
EWR,Terminal B,12/21/2017,0700 - 0800,31,58,246,1,6
EWR,Terminal B,12/21/2017,0900 - 1000,6,17,71,1,4
EWR,Terminal B,12/21/2017,1000 - 1100,7,15,73,1,4
EWR,Terminal B,12/21/2017,1100 - 1200,23,57,566,4,23
EWR,Terminal B,12/21/2017,1200 - 1300,29,73,912,5,23
EWR,Terminal B,12/21/2017,1300 - 1400,29,78,1180,7,23
EWR,Terminal B,12/21/2017,1400 - 1500,41,85,886,6,25
EWR,Terminal B,12/21/2017,1500 - 1600,34,62,781,4,26
EWR,Terminal B,12/21/2017,1600 - 1700,26,61,1314,8,26
EWR,Terminal B,12/21/2017,1700 - 1800,25,55,745,5,23
EWR,Terminal B,12/21/2017,1800 - 1900,11,30,262,3,13
EWR,Terminal B,12/21/2017,1900 - 2000,38,91,1956,11,28
EWR,Terminal B,12/21/2017,2000 - 2100,38,77,912,7,25
EWR,Terminal B,12/21/2017,2100 - 2200,36,67,1217,6,27
EWR,Terminal B,12/21/2017,2200 - 2300,14,20,39,1,8
EWR,Terminal B,12/21/2017,2300 - 0000,13,24,134,1,10
EWR,Terminal C,12/21/2017,0300 - 0400,30,51,354,1,15
EWR,Terminal C,12/21/2017,0400 - 0500,16,36,254,1,15
EWR,Terminal C,12/21/2017,0500 - 0600,34,79,891,5,17
EWR,Terminal C,12/21/2017,0700 - 0800,42,73,319,2,14
EWR,Terminal C,12/21/2017,0900 - 1000,30,63,168,1,6
EWR,Terminal C,12/21/2017,1000 - 1100,36,57,147,1,10
EWR,Terminal C,12/21/2017,1200 - 1300,29,98,702,4,10
EWR,Terminal C,12/21/2017,1300 - 1400,43,100,563,6,10
EWR,Terminal C,12/21/2017,1400 - 1500,18,36,164,1,10
EWR,Terminal C,12/21/2017,1500 - 1600,11,22,60,1,4
EWR,Terminal C,12/21/2017,1600 - 1700,28,75,534,4,7
EWR,Terminal C,12/21/2017,1700 - 1800,8,28,197,3,6
EWR,Terminal C,12/21/2017,1800 - 1900,16,43,315,4,7
EWR,Terminal C,12/21/2017,1900 - 2000,4,15,12,2,0
EWR,Terminal B,12/22/2017,0000 - 0100,17,26,73,1,3
EWR,Terminal B,12/22/2017,0600 - 0700,33,77,505,2,8
EWR,Terminal B,12/22/2017,1000 - 1100,6,14,74,1,4
EWR,Terminal B,12/22/2017,1100 - 1200,24,51,698,4,20
EWR,Terminal B,12/22/2017,1200 - 1300,21,47,828,6,28
EWR,Terminal B,12/22/2017,1300 - 1400,22,56,1361,8,27
EWR,Terminal B,12/22/2017,1400 - 1500,33,73,1383,7,32
EWR,Terminal B,12/22/2017,1500 - 1600,27,61,1120,7,25
EWR,Terminal B,12/22/2017,1600 - 1700,32,63,1057,6,23
EWR,Terminal B,12/22/2017,1700 - 1800,28,78,947,6,19
EWR,Terminal B,12/22/2017,1800 - 1900,25,52,553,3,24
EWR,Terminal B,12/22/2017,1900 - 2000,41,90,1409,9,26
EWR,Terminal B,12/22/2017,2000 - 2100,25,55,1218,8,27
EWR,Terminal B,12/22/2017,2100 - 2200,30,55,1033,4,27
EWR,Terminal B,12/22/2017,2200 - 2300,22,62,183,2,8
EWR,Terminal B,12/22/2017,2300 - 0000,24,57,122,2,5
EWR,Terminal C,12/22/2017,0400 - 0500,17,54,743,3,16
EWR,Terminal C,12/22/2017,0500 - 0600,15,40,348,2,13
EWR,Terminal C,12/22/2017,0600 - 0700,37,90,674,3,12
EWR,Terminal C,12/22/2017,0700 - 0800,41,62,153,1,7
EWR,Terminal C,12/22/2017,0800 - 0900,23,46,162,1,6
EWR,Terminal C,12/22/2017,1000 - 1100,24,47,136,2,8
EWR,Terminal C,12/22/2017,1200 - 1300,13,33,433,4,10
EWR,Terminal C,12/22/2017,1300 - 1400,29,76,1045,5,13
EWR,Terminal C,12/22/2017,1400 - 1500,12,47,56,2,8
EWR,Terminal C,12/22/2017,1500 - 1600,15,28,135,2,10
EWR,Terminal C,12/22/2017,1600 - 1700,16,38,745,4,11
EWR,Terminal C,12/22/2017,1700 - 1800,14,58,336,4,8
EWR,Terminal C,12/22/2017,1800 - 1900,23,58,470,3,9
EWR,Terminal C,12/22/2017,1900 - 2000,5,10,63,1,9
EWR,Terminal B,12/23/2017,0000 - 0100,27,53,102,1,4
EWR,Terminal B,12/23/2017,0700 - 0800,34,71,284,1,9
EWR,Terminal B,12/23/2017,0900 - 1000,10,18,72,1,6
EWR,Terminal B,12/23/2017,1100 - 1200,14,29,216,1,16
EWR,Terminal B,12/23/2017,1200 - 1300,15,35,1157,7,27
EWR,Terminal B,12/23/2017,1300 - 1400,10,27,790,5,29
EWR,Terminal B,12/23/2017,1400 - 1500,19,52,1374,7,30
EWR,Terminal B,12/23/2017,1500 - 1600,18,41,1152,6,28
EWR,Terminal B,12/23/2017,1600 - 1700,15,36,373,3,21
EWR,Terminal B,12/23/2017,1700 - 1800,27,80,1325,8,23
EWR,Terminal B,12/23/2017,1800 - 1900,16,41,329,3,7
EWR,Terminal B,12/23/2017,1900 - 2000,30,83,1132,6,18
EWR,Terminal B,12/23/2017,2000 - 2100,36,83,447,3,16
EWR,Terminal B,12/23/2017,2100 - 2200,53,87,642,3,19
EWR,Terminal B,12/23/2017,2200 - 2300,29,59,680,4,18
EWR,Terminal B,12/23/2017,2300 - 0000,27,43,273,2,17
EWR,Terminal C,12/23/2017,0300 - 0400,17,43,163,1,19
EWR,Terminal C,12/23/2017,0400 - 0500,27,55,541,4,21
EWR,Terminal C,12/23/2017,0500 - 0600,31,93,853,4,21
EWR,Terminal C,12/23/2017,0700 - 0800,45,89,478,4,8
EWR,Terminal C,12/23/2017,0800 - 0900,28,49,173,1,8
EWR,Terminal C,12/23/2017,1000 - 1100,17,32,136,1,9
EWR,Terminal C,12/23/2017,1200 - 1300,14,32,464,4,11
EWR,Terminal C,12/23/2017,1300 - 1400,18,56,789,4,14
EWR,Terminal C,12/23/2017,1400 - 1500,30,58,496,3,15
EWR,Terminal C,12/23/2017,1500 - 1600,7,20,49,1,5
EWR,Terminal C,12/23/2017,1600 - 1700,18,42,507,2,9
EWR,Terminal C,12/23/2017,1700 - 1800,22,44,652,4,15
EWR,Terminal C,12/23/2017,1800 - 1900,16,44,852,8,16
EWR,Terminal C,12/23/2017,1900 - 2000,25,90,815,6,15
EWR,Terminal C,12/23/2017,2000 - 2100,21,51,378,3,9
EWR,Terminal C,12/23/2017,2100 - 2200,10,23,327,2,9
EWR,Terminal B,12/24/2017,0000 - 0100,9,21,115,1,5
EWR,Terminal B,12/24/2017,0100 - 0200,15,27,115,1,7
EWR,Terminal B,12/24/2017,0600 - 0700,21,46,218,1,8
EWR,Terminal B,12/24/2017,0700 - 0800,28,54,289,1,11
EWR,Terminal B,12/24/2017,0800 - 0900,8,21,76,1,10
EWR,Terminal B,12/24/2017,0900 - 1000,6,13,73,1,9
EWR,Terminal B,12/24/2017,1100 - 1200,9,24,209,1,15
EWR,Terminal B,12/24/2017,1200 - 1300,11,26,647,3,25
EWR,Terminal B,12/24/2017,1300 - 1400,13,40,1200,9,26
EWR,Terminal B,12/24/2017,1400 - 1500,25,70,1402,9,29
EWR,Terminal B,12/24/2017,1500 - 1600,15,42,280,3,20
EWR,Terminal B,12/24/2017,1600 - 1700,16,40,584,4,22
EWR,Terminal B,12/24/2017,1700 - 1800,10,21,322,2,20
EWR,Terminal B,12/24/2017,1800 - 1900,11,28,683,7,23
EWR,Terminal B,12/24/2017,1900 - 2000,24,63,897,8,24
EWR,Terminal B,12/24/2017,2000 - 2100,16,49,602,4,13
EWR,Terminal B,12/24/2017,2100 - 2200,33,60,562,3,13
EWR,Terminal B,12/24/2017,2200 - 2300,70,128,436,2,13
EWR,Terminal C,12/24/2017,0400 - 0500,14,37,888,5,22
EWR,Terminal C,12/24/2017,0500 - 0600,34,91,983,7,20
EWR,Terminal C,12/24/2017,0700 - 0800,22,49,283,2,10
EWR,Terminal C,12/24/2017,0800 - 0900,23,41,172,1,10
EWR,Terminal C,12/24/2017,1200 - 1300,18,47,545,3,10
EWR,Terminal C,12/24/2017,1300 - 1400,17,49,368,2,10
EWR,Terminal C,12/24/2017,1400 - 1500,27,59,454,3,9
EWR,Terminal C,12/24/2017,1500 - 1600,16,31,109,2,7
EWR,Terminal C,12/24/2017,1600 - 1700,9,28,349,3,7
EWR,Terminal C,12/24/2017,1700 - 1800,10,27,406,7,9
EWR,Terminal C,12/24/2017,1800 - 1900,16,37,233,3,7
EWR,Terminal C,12/24/2017,1900 - 2000,3,5,6,1,0
EWR,Terminal C,12/24/2017,2100 - 2200,2,4,6,1,0
EWR,Terminal B,12/25/2017,0600 - 0700,17,33,182,1,5
EWR,Terminal B,12/25/2017,0700 - 0800,27,54,279,1,8
EWR,Terminal B,12/25/2017,1100 - 1200,22,51,782,5,19
EWR,Terminal B,12/25/2017,1200 - 1300,32,61,483,3,20
EWR,Terminal B,12/25/2017,1300 - 1400,23,67,948,7,19
EWR,Terminal B,12/25/2017,1400 - 1500,36,86,878,5,20
EWR,Terminal B,12/25/2017,1500 - 1600,39,69,470,4,19
EWR,Terminal B,12/25/2017,1600 - 1700,17,42,537,4,17
EWR,Terminal B,12/25/2017,1700 - 1800,11,28,309,2,24
EWR,Terminal B,12/25/2017,1800 - 1900,11,36,726,6,27
EWR,Terminal B,12/25/2017,1900 - 2000,16,60,576,6,22
EWR,Terminal B,12/25/2017,2000 - 2100,35,90,1030,6,19
EWR,Terminal B,12/25/2017,2100 - 2200,60,100,760,3,21
EWR,Terminal B,12/25/2017,2300 - 0000,22,64,126,1,9
EWR,Terminal C,12/25/2017,0400 - 0500,16,63,326,2,18
EWR,Terminal C,12/25/2017,0500 - 0600,30,73,1170,6,17
EWR,Terminal C,12/25/2017,0700 - 0800,8,17,77,1,10
EWR,Terminal C,12/25/2017,0800 - 0900,18,34,158,1,7
EWR,Terminal C,12/25/2017,1100 - 1200,23,54,233,2,7
EWR,Terminal C,12/25/2017,1200 - 1300,39,78,394,2,8
