Airport,Terminal,Date,Hour,All Passengers Average Wait Time,All Passengers Max Wait Time,Number of Passengers,Number of Flights,Number of Booths
EWR,Terminal C,12/25/2017,1300 - 1400,31,61,187,1,7
EWR,Terminal C,12/25/2017,1400 - 1500,5,15,46,1,4
EWR,Terminal C,12/25/2017,1600 - 1700,14,46,309,3,7
EWR,Terminal C,12/25/2017,1700 - 1800,25,82,432,6,7
EWR,Terminal C,12/25/2017,1800 - 1900,27,62,234,3,8
EWR,Terminal B,12/26/2017,0000 - 0100,40,61,160,1,5
EWR,Terminal B,12/26/2017,0600 - 0700,20,41,166,1,6
EWR,Terminal B,12/26/2017,0700 - 0800,42,79,274,1,6
EWR,Terminal B,12/26/2017,0900 - 1000,7,17,76,1,5
EWR,Terminal B,12/26/2017,1000 - 1100,8,14,72,1,5
EWR,Terminal B,12/26/2017,1100 - 1200,26,67,884,5,24
EWR,Terminal B,12/26/2017,1200 - 1300,32,74,690,4,23
EWR,Terminal B,12/26/2017,1300 - 1400,26,81,1241,7,26
EWR,Terminal B,12/26/2017,1400 - 1500,42,105,906,6,29
EWR,Terminal B,12/26/2017,1500 - 1600,31,65,1062,6,30
EWR,Terminal B,12/26/2017,1600 - 1700,37,92,1046,6,20
EWR,Terminal B,12/26/2017,1700 - 1800,40,88,333,3,19
EWR,Terminal B,12/26/2017,1800 - 1900,42,103,859,6,23
EWR,Terminal B,12/26/2017,1900 - 2000,61,125,1148,8,25
EWR,Terminal B,12/26/2017,2000 - 2100,52,100,1083,7,24
EWR,Terminal B,12/26/2017,2100 - 2200,55,100,902,5,23
EWR,Terminal C,12/26/2017,0400 - 0500,25,57,981,5,18
EWR,Terminal C,12/26/2017,0500 - 0600,26,62,577,3,12
EWR,Terminal C,12/26/2017,0600 - 0700,35,59,230,1,12
EWR,Terminal C,12/26/2017,0700 - 0800,25,48,289,2,11
EWR,Terminal C,12/26/2017,0800 - 0900,21,38,141,1,6
EWR,Terminal C,12/26/2017,1200 - 1300,30,67,535,3,9
EWR,Terminal C,12/26/2017,1300 - 1400,37,86,574,4,10
EWR,Terminal C,12/26/2017,1400 - 1500,34,66,161,2,8
EWR,Terminal C,12/26/2017,1600 - 1700,20,54,467,3,7
EWR,Terminal C,12/26/2017,1700 - 1800,15,34,328,3,7
EWR,Terminal C,12/26/2017,1800 - 1900,26,56,273,3,6
EWR,Terminal C,12/26/2017,1900 - 2000,1,2,7,1,0
EWR,Terminal C,12/26/2017,2000 - 2100,6,36,18,2,0
EWR,Terminal B,12/27/2017,0000 - 0100,14,32,266,2,6
EWR,Terminal B,12/27/2017,0600 - 0700,23,50,486,2,6
EWR,Terminal B,12/27/2017,0800 - 0900,12,18,74,1,6
EWR,Terminal B,12/27/2017,0900 - 1000,7,15,74,1,4
EWR,Terminal B,12/27/2017,1000 - 1100,6,15,74,1,3
EWR,Terminal B,12/27/2017,1100 - 1200,18,35,519,3,17
EWR,Terminal B,12/27/2017,1200 - 1300,19,56,808,5,19
EWR,Terminal B,12/27/2017,1300 - 1400,38,99,1225,7,23
EWR,Terminal B,12/27/2017,1400 - 1500,56,105,1368,8,29
EWR,Terminal B,12/27/2017,1500 - 1600,55,102,1015,6,30
EWR,Terminal B,12/27/2017,1600 - 1700,48,103,1283,7,29
EWR,Terminal B,12/27/2017,1700 - 1800,26,66,391,4,27
EWR,Terminal B,12/27/2017,1800 - 1900,11,29,176,1,16
EWR,Terminal B,12/27/2017,1900 - 2000,25,65,1402,9,27
EWR,Terminal B,12/27/2017,2000 - 2100,20,57,1461,8,27
EWR,Terminal B,12/27/2017,2100 - 2200,22,42,436,3,21
EWR,Terminal B,12/27/2017,2200 - 2300,14,29,510,3,17
EWR,Terminal C,12/27/2017,0400 - 0500,17,42,671,3,20
EWR,Terminal C,12/27/2017,0500 - 0600,37,74,763,4,17
EWR,Terminal C,12/27/2017,0600 - 0700,25,65,156,1,10
EWR,Terminal C,12/27/2017,0700 - 0800,28,58,151,1,9
EWR,Terminal C,12/27/2017,0800 - 0900,36,83,147,1,6
EWR,Terminal C,12/27/2017,1200 - 1300,24,55,547,5,8
EWR,Terminal C,12/27/2017,1300 - 1400,38,95,396,3,8
EWR,Terminal C,12/27/2017,1400 - 1500,57,103,192,1,8
EWR,Terminal C,12/27/2017,1500 - 1600,40,97,195,2,8
EWR,Terminal C,12/27/2017,1600 - 1700,24,68,703,4,9
EWR,Terminal C,12/27/2017,1700 - 1800,21,56,533,4,8
EWR,Terminal C,12/27/2017,1800 - 1900,18,35,417,4,9
EWR,Terminal C,12/27/2017,1900 - 2000,17,37,42,3,0
EWR,Terminal C,12/27/2017,2300 - 0000,2,3,7,1,0
EWR,Terminal B,12/28/2017,0000 - 0100,12,24,142,1,5
EWR,Terminal B,12/28/2017,0500 - 0600,38,56,233,1,5
EWR,Terminal B,12/28/2017,0700 - 0800,33,57,287,1,7
EWR,Terminal B,12/28/2017,1000 - 1100,12,28,150,2,5
EWR,Terminal B,12/28/2017,1100 - 1200,27,68,896,5,19
EWR,Terminal B,12/28/2017,1200 - 1300,22,48,649,3,24
EWR,Terminal B,12/28/2017,1300 - 1400,26,62,1381,8,24
EWR,Terminal B,12/28/2017,1400 - 1500,35,77,762,6,23
EWR,Terminal B,12/28/2017,1500 - 1600,29,74,1190,7,25
EWR,Terminal B,12/28/2017,1600 - 1700,21,47,943,5,21
EWR,Terminal B,12/28/2017,1700 - 1800,17,38,395,3,15
EWR,Terminal B,12/28/2017,1800 - 1900,20,54,676,4,23
EWR,Terminal B,12/28/2017,1900 - 2000,30,67,1448,8,29
EWR,Terminal B,12/28/2017,2000 - 2100,13,32,1216,7,29
EWR,Terminal B,12/28/2017,2100 - 2200,28,81,1149,6,25
EWR,Terminal B,12/28/2017,2200 - 2300,23,49,267,3,12
EWR,Terminal B,12/28/2017,2300 - 0000,10,20,154,1,5
EWR,Terminal C,12/28/2017,0400 - 0500,32,101,1045,5,16
EWR,Terminal C,12/28/2017,0500 - 0600,79,136,390,2,17
EWR,Terminal C,12/28/2017,0600 - 0700,89,140,234,1,15
EWR,Terminal C,12/28/2017,0700 - 0800,48,106,406,3,14
EWR,Terminal C,12/28/2017,0900 - 1000,16,31,117,1,11
EWR,Terminal C,12/28/2017,1100 - 1200,12,27,162,2,8
EWR,Terminal C,12/28/2017,1200 - 1300,29,71,401,2,8
EWR,Terminal C,12/28/2017,1300 - 1400,30,70,379,2,8
EWR,Terminal C,12/28/2017,1400 - 1500,28,72,218,2,7
EWR,Terminal C,12/28/2017,1500 - 1600,19,38,168,1,6
EWR,Terminal C,12/28/2017,1600 - 1700,23,74,495,2,9
EWR,Terminal C,12/28/2017,1700 - 1800,19,70,561,5,9
EWR,Terminal C,12/28/2017,1800 - 1900,17,43,729,6,9
EWR,Terminal C,12/28/2017,1900 - 2000,3,8,15,1,0
EWR,Terminal C,12/28/2017,2300 - 0000,3,6,7,1,0
EWR,Terminal B,12/29/2017,0000 - 0100,10,16,60,1,5
EWR,Terminal B,12/29/2017,0600 - 0700,27,59,540,2,7
EWR,Terminal B,12/29/2017,0900 - 1000,27,49,73,1,4
EWR,Terminal B,12/29/2017,1000 - 1100,6,15,73,1,4
EWR,Terminal B,12/29/2017,1100 - 1200,21,50,653,4,15
EWR,Terminal B,12/29/2017,1200 - 1300,20,44,537,4,18
EWR,Terminal B,12/29/2017,1300 - 1400,28,64,1095,6,24
EWR,Terminal B,12/29/2017,1400 - 1500,35,73,1101,7,24
EWR,Terminal B,12/29/2017,1500 - 1600,47,95,1248,6,25
EWR,Terminal B,12/29/2017,1600 - 1700,32,94,923,6,25
EWR,Terminal B,12/29/2017,1700 - 1800,34,86,912,5,24
EWR,Terminal B,12/29/2017,1800 - 1900,20,46,404,3,16
EWR,Terminal B,12/29/2017,1900 - 2000,38,73,1858,12,26
EWR,Terminal B,12/29/2017,2000 - 2100,23,55,838,6,24
EWR,Terminal B,12/29/2017,2100 - 2200,24,85,1211,6,22
EWR,Terminal B,12/29/2017,2200 - 2300,13,29,125,1,8
EWR,Terminal B,12/29/2017,2300 - 0000,5,14,131,2,6
EWR,Terminal C,12/29/2017,0400 - 0500,26,46,464,2,20
EWR,Terminal C,12/29/2017,0500 - 0600,15,48,964,5,19
EWR,Terminal C,12/29/2017,0600 - 0700,27,49,438,2,15
EWR,Terminal C,12/29/2017,0700 - 0800,18,44,155,1,10
EWR,Terminal C,12/29/2017,1100 - 1200,10,26,391,3,14
EWR,Terminal C,12/29/2017,1200 - 1300,18,40,249,1,8
EWR,Terminal C,12/29/2017,1300 - 1400,24,67,434,2,9
EWR,Terminal C,12/29/2017,1400 - 1500,26,82,491,4,11
EWR,Terminal C,12/29/2017,1500 - 1600,10,26,188,2,8
EWR,Terminal C,12/29/2017,1600 - 1700,26,57,683,4,11
EWR,Terminal C,12/29/2017,1700 - 1800,20,65,967,6,11
EWR,Terminal C,12/29/2017,1800 - 1900,14,41,473,4,10
EWR,Terminal C,12/29/2017,1900 - 2000,24,50,63,3,0
EWR,Terminal C,12/29/2017,2300 - 0000,7,15,17,1,0
EWR,Terminal B,12/30/2017,0000 - 0100,10,20,135,1,4
EWR,Terminal B,12/30/2017,0600 - 0700,31,56,276,1,9
EWR,Terminal B,12/30/2017,1000 - 1100,11,24,74,1,4
EWR,Terminal B,12/30/2017,1100 - 1200,23,51,1231,7,26
EWR,Terminal B,12/30/2017,1200 - 1300,12,29,306,2,19
EWR,Terminal B,12/30/2017,1300 - 1400,14,41,1538,7,28
EWR,Terminal B,12/30/2017,1400 - 1500,22,57,1153,8,24
EWR,Terminal B,12/30/2017,1500 - 1600,24,61,773,5,23
EWR,Terminal B,12/30/2017,1600 - 1700,16,54,773,5,27
EWR,Terminal B,12/30/2017,1700 - 1800,15,32,698,4,31
EWR,Terminal B,12/30/2017,1800 - 1900,22,54,803,5,15
EWR,Terminal B,12/30/2017,1900 - 2000,26,62,1400,7,21
EWR,Terminal B,12/30/2017,2000 - 2100,19,55,1181,6,23
EWR,Terminal B,12/30/2017,2100 - 2200,9,24,74,1,13
EWR,Terminal B,12/30/2017,2200 - 2300,8,24,330,3,13
EWR,Terminal B,12/30/2017,2300 - 0000,9,26,369,3,12
EWR,Terminal C,12/30/2017,0300 - 0400,51,78,310,1,20
EWR,Terminal C,12/30/2017,0400 - 0500,31,71,802,5,22
EWR,Terminal C,12/30/2017,0500 - 0600,38,108,1184,6,14
EWR,Terminal C,12/30/2017,0700 - 0800,25,61,328,2,9
EWR,Terminal C,12/30/2017,0900 - 1000,19,39,156,1,9
EWR,Terminal C,12/30/2017,1100 - 1200,11,22,236,2,16
EWR,Terminal C,12/30/2017,1200 - 1300,19,34,211,2,13
EWR,Terminal C,12/30/2017,1300 - 1400,7,19,414,4,15
EWR,Terminal C,12/30/2017,1400 - 1500,18,36,445,4,14
EWR,Terminal C,12/30/2017,1500 - 1600,17,31,201,4,7
EWR,Terminal C,12/30/2017,1600 - 1700,17,48,925,4,16
EWR,Terminal C,12/30/2017,1700 - 1800,18,37,442,3,13
EWR,Terminal C,12/30/2017,1800 - 1900,23,77,748,6,14
EWR,Terminal C,12/30/2017,1900 - 2000,9,31,675,4,12
EWR,Terminal C,12/30/2017,2000 - 2100,22,37,589,4,10
EWR,Terminal C,12/30/2017,2100 - 2200,19,32,327,2,10
EWR,Terminal C,12/30/2017,2200 - 2300,4,19,21,2,0
EWR,Terminal C,12/30/2017,2300 - 0000,0,1,19,1,0
EWR,Terminal B,12/31/2017,0000 - 0100,14,31,139,1,7
EWR,Terminal B,12/31/2017,0300 - 0400,2,5,13,1,2
EWR,Terminal B,12/31/2017,0600 - 0700,20,45,270,1,6
EWR,Terminal B,12/31/2017,0700 - 0800,45,81,295,1,6
EWR,Terminal B,12/31/2017,0900 - 1000,14,29,74,1,3
EWR,Terminal B,12/31/2017,1100 - 1200,11,34,962,6,16
EWR,Terminal B,12/31/2017,1200 - 1300,9,24,678,5,20
EWR,Terminal B,12/31/2017,1300 - 1400,14,41,963,6,19
EWR,Terminal B,12/31/2017,1400 - 1500,13,32,742,4,18
EWR,Terminal B,12/31/2017,1500 - 1600,9,28,784,6,25
EWR,Terminal B,12/31/2017,1600 - 1700,13,45,1297,8,23
EWR,Terminal B,12/31/2017,1700 - 1800,13,30,326,2,21
EWR,Terminal B,12/31/2017,1800 - 1900,11,36,662,5,21
EWR,Terminal B,12/31/2017,1900 - 2000,16,34,1302,7,26
EWR,Terminal B,12/31/2017,2000 - 2100,11,29,979,6,25
EWR,Terminal B,12/31/2017,2100 - 2200,21,45,1221,5,27
EWR,Terminal B,12/31/2017,2200 - 2300,8,16,142,1,13
EWR,Terminal C,12/31/2017,0400 - 0500,19,48,1019,5,19
EWR,Terminal C,12/31/2017,0500 - 0600,18,53,924,5,19
EWR,Terminal C,12/31/2017,0600 - 0700,26,46,432,2,12
EWR,Terminal C,12/31/2017,0800 - 0900,16,34,334,2,12
EWR,Terminal C,12/31/2017,0900 - 1000,14,27,166,1,12
EWR,Terminal C,12/31/2017,1100 - 1200,4,14,13,2,0
EWR,Terminal C,12/31/2017,1200 - 1300,9,21,383,2,11
EWR,Terminal C,12/31/2017,1300 - 1400,21,48,959,6,12
EWR,Terminal C,12/31/2017,1400 - 1500,8,19,55,2,8
EWR,Terminal C,12/31/2017,1500 - 1600,8,20,219,4,12
EWR,Terminal C,12/31/2017,1600 - 1700,20,51,944,7,12
EWR,Terminal C,12/31/2017,1700 - 1800,9,76,441,5,10
EWR,Terminal C,12/31/2017,1800 - 1900,22,58,1033,9,13
EWR,Terminal C,12/31/2017,1900 - 2000,4,17,9,1,0
EWR,Terminal C,12/31/2017,2000 - 2100,5,19,14,1,0
EWR,Terminal B,1/1/2018,0000 - 0100,11,23,163,1,5
EWR,Terminal B,1/1/2018,0600 - 0700,29,48,273,1,6
EWR,Terminal B,1/1/2018,0700 - 0800,34,60,522,2,15
EWR,Terminal B,1/1/2018,1000 - 1100,5,12,76,1,10
EWR,Terminal B,1/1/2018,1100 - 1200,13,31,755,4,23
EWR,Terminal B,1/1/2018,1200 - 1300,11,28,889,5,29
EWR,Terminal B,1/1/2018,1300 - 1400,13,30,1374,8,30
EWR,Terminal B,1/1/2018,1400 - 1500,18,41,1553,8,30
EWR,Terminal B,1/1/2018,1500 - 1600,10,26,491,3,25
EWR,Terminal B,1/1/2018,1600 - 1700,16,45,1325,7,20
EWR,Terminal B,1/1/2018,1700 - 1800,6,14,419,3,19
EWR,Terminal B,1/1/2018,1800 - 1900,20,46,1149,6,24
EWR,Terminal B,1/1/2018,1900 - 2000,13,32,202,4,14
EWR,Terminal B,1/1/2018,2000 - 2100,22,27,6,1,3
EWR,Terminal B,1/1/2018,2100 - 2200,12,56,956,7,30
EWR,Terminal B,1/1/2018,2200 - 2300,18,54,543,3,8
EWR,Terminal B,1/1/2018,2300 - 0000,23,40,219,2,10
EWR,Terminal C,1/1/2018,0300 - 0400,29,46,362,1,17
EWR,Terminal C,1/1/2018,0400 - 0500,20,38,429,2,17
EWR,Terminal C,1/1/2018,0500 - 0600,15,46,859,4,12
EWR,Terminal C,1/1/2018,0800 - 0900,21,55,331,2,7
EWR,Terminal C,1/1/2018,1100 - 1200,11,25,15,2,0
EWR,Terminal C,1/1/2018,1200 - 1300,23,87,891,6,17
EWR,Terminal C,1/1/2018,1300 - 1400,31,52,196,3,5
EWR,Terminal C,1/1/2018,1400 - 1500,11,29,210,1,8
EWR,Terminal C,1/1/2018,1500 - 1600,14,26,266,4,8
EWR,Terminal C,1/1/2018,1600 - 1700,14,52,829,5,12
EWR,Terminal C,1/1/2018,1700 - 1800,19,100,512,5,11
EWR,Terminal C,1/1/2018,1800 - 1900,20,80,1000,7,13
EWR,Terminal C,1/1/2018,1900 - 2000,1,4,6,1,0
EWR,Terminal C,1/1/2018,2100 - 2200,4,11,17,2,0
EWR,Terminal B,1/2/2018,0000 - 0100,10,18,75,2,6
EWR,Terminal B,1/2/2018,0100 - 0200,12,21,168,1,5
EWR,Terminal B,1/2/2018,0600 - 0700,15,38,277,1,7
EWR,Terminal B,1/2/2018,0700 - 0800,22,51,281,1,6
EWR,Terminal B,1/2/2018,0800 - 0900,9,18,74,1,6
EWR,Terminal B,1/2/2018,0900 - 1000,8,19,74,1,5
EWR,Terminal B,1/2/2018,1000 - 1100,7,13,71,1,6
EWR,Terminal B,1/2/2018,1100 - 1200,13,36,1050,6,26
EWR,Terminal B,1/2/2018,1200 - 1300,14,38,983,6,23
EWR,Terminal B,1/2/2018,1300 - 1400,10,25,1083,5,26
EWR,Terminal B,1/2/2018,1400 - 1500,10,29,841,4,22
EWR,Terminal B,1/2/2018,1500 - 1600,11,32,866,6,18
EWR,Terminal B,1/2/2018,1600 - 1700,22,70,1656,10,17
EWR,Terminal B,1/2/2018,1700 - 1800,25,68,463,2,17
EWR,Terminal B,1/2/2018,1800 - 1900,30,79,1274,6,27
EWR,Terminal B,1/2/2018,1900 - 2000,29,65,1109,7,26
EWR,Terminal B,1/2/2018,2000 - 2100,20,51,1650,8,23
EWR,Terminal B,1/2/2018,2100 - 2200,16,33,326,2,19
EWR,Terminal B,1/2/2018,2200 - 2300,5,11,73,1,10
EWR,Terminal B,1/2/2018,2300 - 0000,12,28,86,3,6
EWR,Terminal C,1/2/2018,0400 - 0500,14,30,634,3,18
EWR,Terminal C,1/2/2018,0500 - 0600,31,84,636,3,12
EWR,Terminal C,1/2/2018,0600 - 0700,24,57,369,2,11
EWR,Terminal C,1/2/2018,0800 - 0900,11,24,162,1,7
EWR,Terminal C,1/2/2018,0900 - 1000,17,46,335,2,8
EWR,Terminal C,1/2/2018,1100 - 1200,23,47,287,5,8
EWR,Terminal C,1/2/2018,1200 - 1300,7,20,164,4,7
EWR,Terminal C,1/2/2018,1300 - 1400,19,32,241,3,7
EWR,Terminal C,1/2/2018,1400 - 1500,23,80,945,5,9
EWR,Terminal C,1/2/2018,1500 - 1600,5,18,29,3,0
EWR,Terminal C,1/2/2018,1600 - 1700,23,88,540,4,8
EWR,Terminal C,1/2/2018,1700 - 1800,22,84,761,5,7
EWR,Terminal C,1/2/2018,1800 - 1900,17,49,530,5,7
EWR,Terminal C,1/2/2018,1900 - 2000,17,71,36,4,0
EWR,Terminal B,1/3/2018,0000 - 0100,16,34,300,2,6
EWR,Terminal B,1/3/2018,0300 - 0400,2,4,6,1,2
EWR,Terminal B,1/3/2018,0600 - 0700,19,43,270,1,5
EWR,Terminal B,1/3/2018,0700 - 0800,32,65,305,1,5
EWR,Terminal B,1/3/2018,1100 - 1200,13,37,426,3,12
EWR,Terminal B,1/3/2018,1200 - 1300,16,54,1097,7,23
EWR,Terminal B,1/3/2018,1300 - 1400,20,46,1103,6,27
EWR,Terminal B,1/3/2018,1400 - 1500,30,81,1617,8,31
EWR,Terminal B,1/3/2018,1500 - 1600,23,56,937,6,30
EWR,Terminal B,1/3/2018,1600 - 1700,23,52,1456,7,30
EWR,Terminal B,1/3/2018,1700 - 1800,31,103,689,5,20
EWR,Terminal B,1/3/2018,1800 - 1900,38,99,781,5,22
EWR,Terminal B,1/3/2018,1900 - 2000,49,104,1502,9,21
EWR,Terminal B,1/3/2018,2000 - 2100,23,58,1085,6,18
EWR,Terminal B,1/3/2018,2100 - 2200,27,58,819,4,16
EWR,Terminal B,1/3/2018,2200 - 2300,15,26,155,1,12
EWR,Terminal C,1/3/2018,0000 - 0100,10,18,6,1,0
EWR,Terminal C,1/3/2018,0300 - 0400,40,88,352,1,16
EWR,Terminal C,1/3/2018,0400 - 0500,23,62,420,2,16
EWR,Terminal C,1/3/2018,0500 - 0600,29,117,908,4,14
EWR,Terminal C,1/3/2018,0600 - 0700,25,72,127,1,15
EWR,Terminal C,1/3/2018,0700 - 0800,32,70,337,2,7
EWR,Terminal C,1/3/2018,0800 - 0900,15,35,179,1,6
EWR,Terminal C,1/3/2018,1100 - 1200,3,16,20,2,0
EWR,Terminal C,1/3/2018,1200 - 1300,16,36,350,5,8
EWR,Terminal C,1/3/2018,1300 - 1400,21,68,676,5,7
EWR,Terminal C,1/3/2018,1400 - 1500,24,64,467,4,8
EWR,Terminal C,1/3/2018,1500 - 1600,15,42,178,3,6
EWR,Terminal C,1/3/2018,1600 - 1700,15,44,531,3,7
EWR,Terminal C,1/3/2018,1700 - 1800,24,77,685,4,8
EWR,Terminal C,1/3/2018,1800 - 1900,20,68,685,5,8
EWR,Terminal C,1/3/2018,1900 - 2000,15,53,49,4,0
EWR,Terminal C,1/3/2018,2000 - 2100,10,22,10,1,0
EWR,Terminal C,1/3/2018,2100 - 2200,8,12,8,1,0
EWR,Terminal B,1/4/2018,0000 - 0100,12,26,175,2,5
EWR,Terminal B,1/4/2018,0500 - 0600,30,57,275,1,7
EWR,Terminal B,1/4/2018,0900 - 1000,18,40,361,2,12
EWR,Terminal B,1/4/2018,1400 - 1500,14,35,523,3,21
EWR,Terminal B,1/4/2018,1800 - 1900,13,34,647,3,21
EWR,Terminal B,1/4/2018,1900 - 2000,23,50,490,2,17
EWR,Terminal B,1/4/2018,2100 - 2200,12,28,519,2,20
EWR,Terminal B,1/4/2018,2200 - 2300,19,110,1195,4,23
EWR,Terminal B,1/4/2018,2300 - 0000,12,23,241,1,17
EWR,Terminal C,1/4/2018,0400 - 0500,15,43,349,1,10
EWR,Terminal C,1/4/2018,0500 - 0600,10,28,236,1,9
EWR,Terminal C,1/4/2018,1600 - 1700,7,18,6,1,0
EWR,Terminal B,1/5/2018,0200 - 0300,11,28,230,1,9
EWR,Terminal B,1/5/2018,0600 - 0700,15,32,279,1,8
EWR,Terminal B,1/5/2018,0900 - 1000,28,67,378,2,7
EWR,Terminal B,1/5/2018,1000 - 1100,53,69,74,1,8
EWR,Terminal B,1/5/2018,1100 - 1200,23,57,687,4,18
EWR,Terminal B,1/5/2018,1200 - 1300,23,48,779,6,22
EWR,Terminal B,1/5/2018,1300 - 1400,15,35,1385,9,26
EWR,Terminal B,1/5/2018,1400 - 1500,16,32,526,3,20
EWR,Terminal B,1/5/2018,1500 - 1600,13,32,916,4,26
EWR,Terminal B,1/5/2018,1600 - 1700,13,34,1424,6,33
EWR,Terminal B,1/5/2018,1700 - 1800,17,44,736,4,27
EWR,Terminal B,1/5/2018,1800 - 1900,8,20,297,2,21
EWR,Terminal B,1/5/2018,1900 - 2000,15,41,1032,6,26
EWR,Terminal B,1/5/2018,2000 - 2100,7,19,832,5,29
EWR,Terminal B,1/5/2018,2100 - 2200,32,145,1802,8,36
EWR,Terminal B,1/5/2018,2200 - 2300,27,55,856,8,19
EWR,Terminal B,1/5/2018,2300 - 0000,12,20,172,1,8
EWR,Terminal C,1/5/2018,0400 - 0500,17,38,588,2,16
EWR,Terminal C,1/5/2018,0500 - 0600,16,48,677,3,17
EWR,Terminal C,1/5/2018,0600 - 0700,30,94,514,2,9
EWR,Terminal C,1/5/2018,0700 - 0800,33,75,170,1,7
EWR,Terminal C,1/5/2018,0800 - 0900,27,51,185,2,6
EWR,Terminal C,1/5/2018,0900 - 1000,21,59,302,2,6
EWR,Terminal C,1/5/2018,1100 - 1200,18,33,357,4,12
EWR,Terminal C,1/5/2018,1200 - 1300,11,75,32,2,0
EWR,Terminal C,1/5/2018,1300 - 1400,13,39,438,3,9
EWR,Terminal C,1/5/2018,1400 - 1500,20,54,508,3,11
EWR,Terminal C,1/5/2018,1500 - 1600,37,60,228,1,8
EWR,Terminal C,1/5/2018,1600 - 1700,21,73,737,4,11
EWR,Terminal C,1/5/2018,1700 - 1800,17,34,340,2,10
EWR,Terminal C,1/5/2018,1800 - 1900,12,24,347,2,11
EWR,Terminal C,1/5/2018,1900 - 2000,8,26,16,2,0
EWR,Terminal B,1/6/2018,0000 - 0100,10,22,176,1,11
EWR,Terminal B,1/6/2018,0100 - 0200,0,1,7,1,1
EWR,Terminal B,1/6/2018,0300 - 0400,30,67,229,1,4
EWR,Terminal B,1/6/2018,0700 - 0800,34,67,323,1,8
EWR,Terminal B,1/6/2018,0900 - 1000,6,12,49,1,7
EWR,Terminal B,1/6/2018,1000 - 1100,2,6,30,1,5
EWR,Terminal B,1/6/2018,1100 - 1200,29,68,1028,5,26
EWR,Terminal B,1/6/2018,1200 - 1300,16,32,497,3,26
EWR,Terminal B,1/6/2018,1300 - 1400,20,61,1362,6,24
EWR,Terminal B,1/6/2018,1400 - 1500,18,45,859,6,21
EWR,Terminal B,1/6/2018,1500 - 1600,15,45,1160,7,24
EWR,Terminal B,1/6/2018,1600 - 1700,22,55,1239,6,28
EWR,Terminal B,1/6/2018,1700 - 1800,31,57,634,5,22
EWR,Terminal B,1/6/2018,1800 - 1900,30,77,1266,5,23
EWR,Terminal B,1/6/2018,1900 - 2000,38,68,138,2,16
EWR,Terminal B,1/6/2018,2000 - 2100,8,25,402,3,16
EWR,Terminal B,1/6/2018,2100 - 2200,18,61,1290,5,22
EWR,Terminal B,1/6/2018,2200 - 2300,18,44,488,4,17
EWR,Terminal B,1/6/2018,2300 - 0000,15,30,652,5,24
EWR,Terminal C,1/6/2018,0400 - 0500,19,48,655,4,19
EWR,Terminal C,1/6/2018,0500 - 0600,11,33,363,2,19
EWR,Terminal C,1/6/2018,0600 - 0700,27,59,410,2,11
EWR,Terminal C,1/6/2018,0700 - 0800,11,32,169,1,10
EWR,Terminal C,1/6/2018,1000 - 1100,14,27,181,1,12
EWR,Terminal C,1/6/2018,1100 - 1200,10,28,181,3,13
EWR,Terminal C,1/6/2018,1200 - 1300,32,91,799,4,12
EWR,Terminal C,1/6/2018,1300 - 1400,24,66,229,3,9
EWR,Terminal C,1/6/2018,1400 - 1500,14,38,457,4,10
EWR,Terminal C,1/6/2018,1500 - 1600,8,21,352,3,9
EWR,Terminal C,1/6/2018,1600 - 1700,17,26,177,2,9
EWR,Terminal C,1/6/2018,1700 - 1800,14,38,493,2,13
EWR,Terminal C,1/6/2018,1800 - 1900,23,86,1381,9,15
EWR,Terminal C,1/6/2018,1900 - 2000,42,93,637,4,15
EWR,Terminal C,1/6/2018,2000 - 2100,28,93,722,5,14
EWR,Terminal C,1/6/2018,2100 - 2200,9,60,335,3,13
EWR,Terminal C,1/6/2018,2200 - 2300,12,62,364,5,15
EWR,Terminal B,1/7/2018,0000 - 0100,14,24,160,1,10
EWR,Terminal B,1/7/2018,0100 - 0200,21,34,152,1,10
EWR,Terminal B,1/7/2018,0700 - 0800,38,76,317,1,9
EWR,Terminal B,1/7/2018,0900 - 1000,3,7,15,1,2
EWR,Terminal B,1/7/2018,1000 - 1100,3,9,16,1,2
EWR,Terminal B,1/7/2018,1100 - 1200,14,34,698,3,16
EWR,Terminal B,1/7/2018,1200 - 1300,12,31,423,4,18
EWR,Terminal B,1/7/2018,1300 - 1400,10,26,756,5,23
EWR,Terminal B,1/7/2018,1400 - 1500,32,92,1958,10,24
EWR,Terminal B,1/7/2018,1500 - 1600,47,82,731,5,25
EWR,Terminal B,1/7/2018,1600 - 1700,38,69,715,3,26
EWR,Terminal B,1/7/2018,1700 - 1800,22,68,1174,7,23
EWR,Terminal B,1/7/2018,1800 - 1900,22,53,286,2,21
EWR,Terminal B,1/7/2018,1900 - 2000,25,83,1548,7,30
EWR,Terminal B,1/7/2018,2000 - 2100,28,81,1263,6,27
EWR,Terminal B,1/7/2018,2100 - 2200,32,81,1201,6,27
EWR,Terminal B,1/7/2018,2200 - 2300,23,64,845,4,28
EWR,Terminal B,1/7/2018,2300 - 0000,24,63,868,8,20
EWR,Terminal C,1/7/2018,0400 - 0500,23,51,880,4,14
EWR,Terminal C,1/7/2018,0500 - 0600,30,73,794,4,13
EWR,Terminal C,1/7/2018,0600 - 0700,17,30,143,1,9
EWR,Terminal C,1/7/2018,0800 - 0900,20,47,336,2,6
EWR,Terminal C,1/7/2018,1000 - 1100,20,36,183,1,6
